case_key,class,mode,unit_id,status,nA,nB,a_uids,b_uids,a_feat_ids,b_feat_ids,a_src_files,b_src_files,cas,oc,ar,area_a,area_b,area_intersection
S2415106A01,Marked (>50%) crypt distortion,one_to_one,Marked (>50%) crypt distortion:pair_4,matched,1,1,S2415106A01|0:A:b5632676-4b62-49b4-8ab3-caa44836b67c,S2415106A01|0:B:cce0ecfd-e5b3-46ce-8556-39ec677fb944,b5632676-4b62-49b4-8ab3-caa44836b67c,cce0ecfd-e5b3-46ce-8556-39ec677fb944,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.9121502429890369,0.9127061105722599,1.0723067841265475,43105328.0,40198690.0,36689590.0
S2415106A01,Marked (>50%) crypt distortion,one_to_one,Marked (>50%) crypt distortion:pair_5,matched,1,1,S2415106A01|0:A:0d33ab18-7f61-40a7-9238-89c6b6764e85,S2415106A01|0:B:5a30edca-b396-4825-a524-28e509a7be4d,0d33ab18-7f61-40a7-9238-89c6b6764e85,5a30edca-b396-4825-a524-28e509a7be4d,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8920559527405348,1.0,2.6011009924258874,58650624.0,22548384.0,22548384.0
S2415106A01,Marked (>50%) crypt distortion,one_to_one,Marked (>50%) crypt distortion:pair_6,matched,1,1,S2415106A01|0:A:8a47a293-9d79-425e-8aae-799322901244,S2415106A01|0:B:1c2e4277-9c7b-49a4-82f7-535607b6d0e7,8a47a293-9d79-425e-8aae-799322901244,1c2e4277-9c7b-49a4-82f7-535607b6d0e7,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8916642604721474,1.0,2.605880895381044,24798360.0,9516306.0,9516306.0
S2415106A01,Marked (>50%) crypt distortion,one_to_one,Marked (>50%) crypt distortion:pair_7,matched,1,1,S2415106A01|0:A:3989e789-100e-46d3-b02e-415d47290e8a,S2415106A01|0:B:73ae4117-6c2c-4936-bb93-f009f50f8a24,3989e789-100e-46d3-b02e-415d47290e8a,73ae4117-6c2c-4936-bb93-f009f50f8a24,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8326775819748006,0.855792334199721,1.596841562138027,14907876.0,23805516.0,12758046.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_0,matched,1,1,S2415106A01|0:A:2d52e807-551b-41d7-9b16-2581d6a1260e,S2415106A01|0:B:9e45e939-c543-46b8-b2ed-fb411db7bcaf,2d52e807-551b-41d7-9b16-2581d6a1260e,9e45e939-c543-46b8-b2ed-fb411db7bcaf,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.9248479674144487,0.946969696969697,1.5447443181818181,228096.0,352350.0,216000.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_1,matched,1,1,S2415106A01|0:A:1a3f9b3b-35bc-4c15-b6c7-255a98afc163,S2415106A01|0:B:fef773e9-c2d8-48b9-af5a-a5ada75aed39,1a3f9b3b-35bc-4c15-b6c7-255a98afc163,fef773e9-c2d8-48b9-af5a-a5ada75aed39,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8846565824201308,0.9069767441860465,1.5627906976744186,112230.0,175392.0,101790.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_2,matched,1,1,S2415106A01|0:A:100f0a11-952d-43eb-9922-0560b95da506,S2415106A01|0:B:89cead44-f121-4333-8ea4-2d28568865ab,100f0a11-952d-43eb-9922-0560b95da506,89cead44-f121-4333-8ea4-2d28568865ab,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8592093209734843,0.8620689655172413,1.1770822281167108,332820.0,282750.0,243750.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_3,matched,1,1,S2415106A01|0:A:38871548-8cc2-4e90-b338-ae4e0e04c2af,S2415106A01|0:B:06719e8f-3b53-4f7a-a388-8c48a369888c,38871548-8cc2-4e90-b338-ae4e0e04c2af,06719e8f-3b53-4f7a-a388-8c48a369888c,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.833622889161872,0.9357384441939121,2.6155580608793687,1183200.0,452370.0,423300.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_4,matched,1,1,S2415106A01|0:A:556403c3-a3f5-407a-a489-d34dcb13e6b1,S2415106A01|0:B:453e90f7-a54e-43fe-8ef6-415e244adcd8,556403c3-a3f5-407a-a489-d34dcb13e6b1,453e90f7-a54e-43fe-8ef6-415e244adcd8,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8290554070487146,0.8351648351648352,1.2742492164874837,160600.0,126035.0,105260.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_5,matched,1,1,S2415106A01|0:A:fd5d1c54-95fe-49fa-a047-0f28c70d9c44,S2415106A01|0:B:9a2651c4-8514-46eb-bdaf-b1be6f34432f,fd5d1c54-95fe-49fa-a047-0f28c70d9c44,9a2651c4-8514-46eb-bdaf-b1be6f34432f,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8202990940778786,0.8714555765595463,2.0050666950664287,753083.0,375590.0,327310.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_6,matched,1,1,S2415106A01|0:A:12fc1787-9e1e-4028-91bf-3c9f19711899,S2415106A01|0:B:466a6de9-a340-4996-babd-170e3502151b,12fc1787-9e1e-4028-91bf-3c9f19711899,466a6de9-a340-4996-babd-170e3502151b,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.7954698768553837,0.8006127450980393,1.2549019607843137,1290240.0,1028160.0,823158.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_7,matched,1,1,S2415106A01|0:A:8831238c-5ac9-4a1b-89b1-e171b5467586,S2415106A01|0:B:19de8fb0-61bd-4d28-b675-604f9615e5aa,8831238c-5ac9-4a1b-89b1-e171b5467586,19de8fb0-61bd-4d28-b675-604f9615e5aa,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.760919979193243,0.9251101321585903,3.4911481793133032,423190.0,121218.0,112140.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_8,matched,1,1,S2415106A01|0:A:6567d9d6-0bbe-4bd6-acb4-c06f543b153d,S2415106A01|0:B:f0800b40-0f45-4fe7-8ccd-8a94ca3cee62,6567d9d6-0bbe-4bd6-acb4-c06f543b153d,f0800b40-0f45-4fe7-8ccd-8a94ca3cee62,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.7535232822930398,0.7584650112866818,1.2569383171014799,903168.0,718546.0,544992.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_9,matched,1,1,S2415106A01|0:A:36100016-6501-45cf-a0d1-19e8a55582a0,S2415106A01|0:B:07410be7-e61f-4b52-b155-1a646b037c36,36100016-6501-45cf-a0d1-19e8a55582a0,07410be7-e61f-4b52-b155-1a646b037c36,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.742988671867077,0.7430461487740724,1.0251886731600335,279054.0,286083.0,207350.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_10,matched,1,1,S2415106A01|0:A:7bddb26a-5462-4b47-906d-8412f1283b3e,S2415106A01|0:B:48fe5cef-c5ff-4031-a4cf-9f1758163c26,7bddb26a-5462-4b47-906d-8412f1283b3e,48fe5cef-c5ff-4031-a4cf-9f1758163c26,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.6745126428026069,0.6748737373737373,1.0676220861642856,1983676.0,1858032.0,1253937.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_11,matched,1,1,S2415106A01|0:A:ce5e1870-98fa-420b-9adb-15fb7cecfc4b,S2415106A01|0:B:5c511d84-c3e3-42e0-a152-0a9840c9d15c,ce5e1870-98fa-420b-9adb-15fb7cecfc4b,5c511d84-c3e3-42e0-a152-0a9840c9d15c,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.6618729882442916,0.6643741403026134,1.1897072867293388,543168.0,456556.0,303324.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_12,matched,1,1,S2415106A01|0:A:f3557ca8-5085-4db6-9818-9d6fb03a0808,S2415106A01|0:B:dcfd8e0e-ba4a-4cb5-81d4-9a063438e957,f3557ca8-5085-4db6-9818-9d6fb03a0808,dcfd8e0e-ba4a-4cb5-81d4-9a063438e957,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.5165524142906617,0.547808764940239,1.984888034070614,433440.0,218370.0,119625.0
S2415106A01,Moderate to marked mononuclear cell infiltrate,one_to_one,Moderate to marked mononuclear cell infiltrate:pair_13,matched,1,1,S2415106A01|0:A:b7007d60-cd25-4f99-989d-a2926e7aef87,S2415106A01|0:B:027b1304-e7ce-42b7-a103-c920eb9ff709,b7007d60-cd25-4f99-989d-a2926e7aef87,027b1304-e7ce-42b7-a103-c920eb9ff709,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.4334663718451571,0.44041450777202074,1.4285714285714286,108080.0,75656.0,33320.0
S2415106A01,Ulcer/ erosion,one_to_one,Ulcer/ erosion:pair_0,matched,1,1,S2415106A01|0:A:a8b0b116-ce6d-40c0-abb0-8f6bdbc0e688,S2415106A01|0:B:8fa52ef1-39bb-4619-bdcc-c36e1f001c92,a8b0b116-ce6d-40c0-abb0-8f6bdbc0e688,8fa52ef1-39bb-4619-bdcc-c36e1f001c92,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.8497394728134732,1.0,3.130888123875501,221000.0,70587.0,70587.0
S2415106A01,Ulcer/ erosion,one_to_one,Ulcer/ erosion:pair_1,matched,1,1,S2415106A01|0:A:8402220d-6502-42fc-9050-a94d1167d8b0,S2415106A01|0:B:d22b92cf-3f54-4451-b0bc-e2eed49d2afd,8402220d-6502-42fc-9050-a94d1167d8b0,d22b92cf-3f54-4451-b0bc-e2eed49d2afd,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.764053388631067,0.8468468468468469,2.477438561671823,102786.0,254646.0,87044.0
S2415106A01,Ulcer/ erosion,one_to_one,Ulcer/ erosion:pair_2,matched,1,1,S2415106A01|0:A:55972cbd-b469-4c5a-835f-b90c0f261d5a,S2415106A01|0:B:ad8b4789-ba36-484c-9635-8eac7e89f54a,55972cbd-b469-4c5a-835f-b90c0f261d5a,ad8b4789-ba36-484c-9635-8eac7e89f54a,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.5916828749236487,0.7177570093457943,3.466321031448257,254064.0,73295.0,52608.0
S2415106A01,Ulcer/ erosion,one_to_one,Ulcer/ erosion:pair_3,matched,1,1,S2415106A01|0:A:a238ddc2-ef24-4bef-8941-a051cef15c23,S2415106A01|0:B:9cd5f82b-d654-450b-a837-ac46721f1916,a238ddc2-ef24-4bef-8941-a051cef15c23,9cd5f82b-d654-450b-a837-ac46721f1916,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations\S2415106A01\S2415106A01.geojson,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated\S2415106A01\S2415106A01 1.geojson,0.47664722660889725,0.5226061576122776,2.358779775915639,106210.0,250526.0,55506.0
